# ln a,ln lambda, ln Gamma, ln P_GP, s, gamma_0, P_b, T0_b, K_b, h_b, k_b, P_c, T0_c, K_c, h_c, k_c, P_d, T0_d, K_d, h_d, k_d
3.120371,7.534708,1.250769,3.681480,0.243733,-1.771005,2.253260,1366.170560,1.037024,0.071427,-0.360311,3.689855,1367.275331,1.959787,-0.362911,0.050953,7.451116,1362.738378,1.997818,0.454123,0.171633
1.896183,3.716949,0.778133,3.336657,0.595775,0.002002,2.252881,1366.170872,0.733905,0.024647,0.020108,3.690384,1367.274853,1.867384,-0.153495,-0.053834,7.452391,1362.738369,1.155044,0.104761,-0.356107
2.639262,3.494738,-2.015338,2.758920,0.004869,-0.010830,2.252940,1366.170829,0.456749,-0.229696,-0.100243,3.690791,1367.275414,2.692541,-0.017441,0.217909,7.451865,1362.737907,2.007234,0.017167,-0.268346
2.045515,6.195620,1.981639,3.331900,0.110328,0.076353,2.252745,1366.170903,0.840541,0.128505,-0.104021,3.689778,1367.275042,2.504593,0.033493,0.182822,7.450858,1362.737639,2.066073,-0.096538,-0.305570
1.415753,2.650686,-0.027953,3.434133,0.001024,0.074890,2.253442,1366.170641,0.839664,0.433759,0.683024,3.690380,1367.275139,2.601029,-0.186933,0.158261,7.450601,1362.737350,1.400944,0.081134,-0.294815
1.787081,6.935736,1.644920,3.927498,0.000360,-0.325527,2.253036,1366.170718,0.665736,-0.322088,0.107773,3.690161,1367.274540,1.780554,-0.049211,-0.082434,7.451669,1362.737832,1.989140,-0.002383,-0.174317
1.569550,3.772646,0.908020,3.565358,0.003382,0.428475,2.253555,1366.170874,0.417427,0.143363,0.844124,3.690470,1367.274683,1.940509,-0.144144,0.185217,7.451755,1362.737159,1.597594,-0.008212,-0.174408
2.384077,2.804178,-2.366949,2.551885,0.116367,0.028454,2.252961,1366.170746,0.184015,-0.211861,0.270589,3.690587,1367.275984,2.334336,0.002557,0.534111,7.451876,1362.738525,1.648399,0.146022,-0.117924
3.062850,8.093637,1.474363,3.948722,0.229598,-0.852424,2.252898,1366.170882,1.186428,-0.124916,-0.505296,3.690510,1367.275520,2.280885,-0.099347,-0.264645,7.453751,1362.736592,1.509725,-0.219880,0.037898
1.507573,6.950449,1.569799,3.227794,0.001577,0.075430,2.253251,1366.170971,0.391449,-0.008098,-0.018889,3.690204,1367.275228,2.447785,-0.049618,-0.048602,7.452037,1362.737609,1.698807,-0.031453,-0.216863
2.127594,5.992334,1.419801,3.277709,0.001631,0.076844,2.253269,1366.170768,0.252543,0.105262,-0.311996,3.690799,1367.274483,2.445087,-0.395228,0.152035,7.451144,1362.737575,1.520212,-0.171531,-0.402167
1.961825,7.210934,1.998209,3.992937,0.076485,0.146845,2.254040,1366.170873,0.892831,-0.094856,-0.088196,3.690713,1367.276141,2.041712,-0.061609,0.228981,7.450678,1362.736376,1.505190,-0.138212,-0.253281
1.757090,6.485879,1.282018,3.255044,0.048258,0.092908,2.252970,1366.170775,0.279901,0.157247,0.034572,3.691039,1367.274500,2.142960,-0.156345,-0.086125,7.450830,1362.737060,1.598004,-0.132934,0.058739
2.299899,6.599860,1.100350,3.321675,0.376706,0.803459,2.253211,1366.170762,0.220902,0.227161,0.040763,3.690398,1367.275375,2.192302,-0.198981,0.012979,7.452367,1362.738969,1.575064,0.125559,0.303708
2.162411,6.091796,0.793476,3.295671,0.031164,0.140918,2.253092,1366.170557,0.595275,0.218592,0.424070,3.690170,1367.276144,2.274500,0.115615,-0.052702,7.451750,1362.737781,1.542603,0.011106,0.360626
1.763615,5.672033,1.088123,3.254992,0.027111,-0.131473,2.253611,1366.170696,0.355307,-0.120719,-0.326051,3.690800,1367.275015,2.223785,-0.088325,0.076216,7.450187,1362.737144,1.584409,-0.250975,-0.040664
2.450025,4.985240,1.043017,3.338906,0.780927,-0.429071,2.253410,1366.170952,0.871266,-0.414089,0.061753,3.690765,1367.275442,1.802165,0.063571,-0.074174,7.450563,1362.738922,1.521824,0.048215,0.145525
1.896130,5.882555,1.336830,3.263814,0.012255,0.068512,2.252490,1366.171036,0.000286,-0.058852,-0.091996,3.689992,1367.276525,2.478368,-0.080692,-0.039740,7.450909,1362.736391,1.369243,0.013190,0.111916
2.136504,8.017351,1.609019,3.936867,0.179923,0.233675,2.253356,1366.170513,0.655666,0.045716,0.008747,3.690409,1367.275882,2.414484,0.122305,0.086693,7.450755,1362.737549,1.589491,-0.275779,-0.103941
1.654660,6.101469,1.032202,3.224302,0.224039,-0.046602,2.253053,1366.170723,0.642893,-0.162374,-0.361121,3.689874,1367.274035,2.276294,-0.147633,0.042152,7.452561,1362.737364,1.272550,0.224415,-0.311891
2.150563,6.502439,1.040130,3.258047,0.001324,-0.138370,2.252660,1366.171041,0.737197,-0.552485,0.154906,3.690278,1367.275713,2.014929,-0.066046,-0.306931,7.451874,1362.737286,1.047478,-0.279821,0.042617
2.166867,2.909338,0.824050,3.276195,0.000123,0.321195,2.252988,1366.170966,0.773282,0.492200,0.192829,3.690389,1367.274533,2.835906,-0.014394,0.373911,7.452219,1362.737616,1.271558,-0.154635,0.115807
1.524209,2.200065,-0.786438,3.125761,0.032167,0.357255,2.252758,1366.170775,0.262289,-0.265322,-0.339064,3.690663,1367.275004,2.549135,0.072720,0.206278,7.452101,1362.737534,1.357921,-0.145469,-0.069905
1.576286,6.155612,0.711804,3.283652,0.155291,0.136281,2.253191,1366.170914,0.989660,-0.000266,0.265771,3.690400,1367.274484,2.184348,-0.058789,0.137422,7.452111,1362.736629,1.752483,0.067290,-0.175800
2.106770,8.449933,1.894037,3.923322,0.018095,-0.206311,2.253335,1366.170905,0.678107,0.231959,-0.392468,3.690817,1367.274769,1.916848,0.205712,-0.137753,7.451795,1362.737506,1.282142,0.224561,-0.502987
2.388421,8.731485,1.751677,3.930044,0.119472,0.037329,2.252982,1366.170902,0.693119,0.082289,-0.362751,3.690532,1367.274844,2.021076,0.115627,-0.161036,7.451886,1362.737540,1.501944,0.013256,-0.364731
2.391194,6.393710,1.295317,3.319798,0.343486,-0.546089,2.253443,1366.170821,0.412111,0.431413,0.784665,3.690448,1367.274512,1.981658,-0.102462,-0.159901,7.451866,1362.737475,2.131809,0.262552,0.270706
1.481319,6.313935,1.500685,3.263952,0.000234,0.178266,2.253427,1366.171013,0.272024,0.006398,-0.147886,3.690079,1367.276171,2.558202,-0.111639,-0.011490,7.453034,1362.736609,1.472261,0.118241,-0.513704
2.382335,6.241214,1.192473,3.292459,0.190570,-0.183876,2.252679,1366.170925,0.001360,0.193424,-0.170807,3.690292,1367.275345,2.125443,-0.151829,-0.224775,7.452396,1362.737053,1.612423,0.008120,-0.359971
1.901736,2.345806,-0.043507,3.676264,0.155421,-0.119438,2.253444,1366.170748,0.003530,0.364163,-0.347153,3.690605,1367.274311,2.305541,-0.191419,0.277238,7.450608,1362.737884,1.657756,-0.110586,0.312671
1.449006,5.006697,0.799509,3.280055,0.445363,-0.052601,2.253456,1366.170904,0.000956,0.547738,0.071799,3.690321,1367.277533,2.050377,-0.003098,0.037668,7.451833,1362.737220,1.837266,-0.178210,0.015847
1.870684,6.154467,0.654672,3.315624,0.003460,-0.143094,2.253261,1366.170847,0.353222,0.122229,0.835237,3.690256,1367.275490,2.502754,-0.096522,0.130203,7.451273,1362.735953,1.749920,0.050633,0.445398
1.429872,6.419644,1.349469,3.281065,0.030395,0.045256,2.253390,1366.170711,0.542959,-0.035718,0.205396,3.690724,1367.274959,3.006209,-0.149227,0.045055,7.451275,1362.737452,2.010651,-0.197697,-0.081635
1.843039,7.131001,1.589115,3.682901,0.091949,-0.100788,2.253194,1366.170733,0.983130,-0.129967,-0.586420,3.690074,1367.275845,2.518262,-0.195407,0.248206,7.450611,1362.736162,1.768271,-0.014828,-0.214368
1.785995,2.758207,0.032837,2.190734,0.035000,0.496728,2.253425,1366.170801,0.000119,0.000465,0.512918,3.690494,1367.276365,2.439898,-0.236018,0.221401,7.451242,1362.738056,0.428313,-0.289561,0.028118
1.950255,5.977739,1.889074,3.673852,0.281273,-0.077472,2.253904,1366.170675,0.370139,0.035198,0.052449,3.690536,1367.274964,2.015030,0.124074,0.058933,7.451794,1362.737100,1.459900,0.291665,-0.185451
2.255879,4.122937,0.882560,3.348944,0.000034,0.206631,2.253588,1366.170851,1.037260,0.304609,-0.281258,3.690303,1367.274671,2.678316,-0.026746,0.088426,7.452082,1362.738447,1.730896,-0.110382,-0.298675
2.772533,4.227074,0.407257,3.352805,0.399984,-0.029827,2.253272,1366.170738,0.000028,0.391999,0.197663,3.690066,1367.276875,2.264791,-0.004584,0.187550,7.451549,1362.738048,1.514475,-0.044273,-0.104490
1.894663,6.615785,1.291833,3.278467,0.004949,-0.812693,2.253029,1366.170521,0.504937,-0.413235,-0.033213,3.690369,1367.274393,1.635862,-0.418564,-0.173808,7.449826,1362.739228,1.578992,-0.131371,0.156356
1.101914,5.675783,1.147425,3.336056,0.035189,0.183299,2.252804,1366.170756,0.657762,0.109238,0.088159,3.690608,1367.275591,2.179825,-0.029536,-0.105853,7.450364,1362.737541,1.405443,-0.043060,0.069289
1.811606,5.883776,0.913570,3.343213,0.381487,-0.068941,2.253278,1366.170776,1.173625,0.248018,0.282223,3.690404,1367.275958,1.964100,0.084117,0.286264,7.451259,1362.738610,0.519818,0.060236,-0.063778
2.474436,4.352231,1.182705,3.690794,0.544936,-0.207275,2.252429,1366.170909,0.784397,-0.122026,-0.089684,3.690161,1367.275648,1.873248,-0.213655,-0.147873,7.451641,1362.737205,1.389588,-0.351913,-0.164861
2.184083,3.921899,1.822434,3.733344,0.303785,-0.134718,2.252548,1366.170833,0.893346,0.367175,0.691784,3.690593,1367.276638,2.381981,-0.286712,0.190621,7.452772,1362.737761,1.700061,-0.017228,0.134792
2.384148,8.333406,1.882457,3.947161,0.486437,-0.427508,2.253214,1366.170515,0.949608,-0.456248,0.710374,3.690436,1367.275909,1.753607,0.055400,0.264900,7.452224,1362.736909,2.088217,0.165135,0.481702
2.364702,6.243645,1.160275,3.291736,0.191998,-0.178430,2.252697,1366.170927,0.001756,0.196026,-0.146828,3.690291,1367.275342,2.121269,-0.154060,-0.209566,7.452398,1362.737082,1.622081,0.008406,-0.346479
1.990776,8.059073,1.845449,3.923518,0.246641,0.099785,2.253696,1366.170771,0.243791,0.048021,0.223040,3.690370,1367.275335,1.469793,-0.191782,0.399115,7.451514,1362.738441,1.723206,0.311820,-0.272651
2.308713,5.368598,1.116405,3.282231,0.081122,-0.201164,2.253203,1366.170761,0.949347,0.105267,0.391503,3.690360,1367.274277,2.019166,-0.224239,-0.203176,7.451931,1362.736539,1.342865,0.278589,-0.165944
1.647108,6.507612,0.214185,3.223447,0.186643,-0.113979,2.252945,1366.170878,0.000000,0.185055,-0.173128,3.690337,1367.275417,2.247020,-0.004957,-0.072876,7.452913,1362.737731,1.729858,0.089190,-0.079757
1.636950,6.233704,1.045965,3.250570,0.115807,0.055337,2.253050,1366.170906,0.813688,0.030798,0.140033,3.690049,1367.274695,2.176540,0.066111,0.294786,7.451461,1362.737638,1.171016,0.196176,0.181031
2.526400,8.160832,1.719030,3.945611,0.144378,0.107948,2.252610,1366.170834,0.947045,0.069756,-0.429657,3.689470,1367.275012,2.532025,-0.060648,-0.129711,7.451958,1362.738146,1.604663,-0.234952,-0.110663
1.647392,4.346623,1.272655,3.561290,0.002410,0.161189,2.252849,1366.170961,0.219539,0.012229,-0.507815,3.690422,1367.275720,2.056457,0.022956,-0.145605,7.451519,1362.738525,1.593687,-0.229122,-0.370748
2.019022,3.288947,1.137599,3.559336,0.362301,0.256683,2.253419,1366.170913,0.014609,0.127880,0.310932,3.689801,1367.274978,1.992978,-0.147111,0.291751,7.450007,1362.736869,1.225637,0.074678,0.287433
1.767431,2.991410,1.534826,3.930070,0.028286,0.062969,2.252853,1366.170999,0.000018,0.265007,-0.116688,3.689839,1367.275065,2.126962,-0.180405,0.214326,7.450376,1362.737922,1.569324,-0.187674,0.209558
1.528636,5.745551,0.895270,3.284742,0.263965,0.592183,2.252788,1366.170856,0.114888,0.258584,0.385746,3.690836,1367.275456,1.800614,-0.254004,0.337795,7.451491,1362.736399,1.677184,0.167417,0.559767
1.568998,8.270228,1.990106,3.946666,0.183796,-0.146032,2.253092,1366.170572,0.000273,-0.055547,-0.173865,3.690734,1367.274974,2.070751,-0.194830,-0.312662,7.449489,1362.736744,1.208931,-0.041082,-0.116236
1.652304,2.993242,-1.859812,3.734671,0.002462,-0.004252,2.253063,1366.170784,0.644155,0.128913,0.390378,3.690290,1367.274243,1.992066,-0.096814,-0.041799,7.452392,1362.736561,1.147138,0.387762,-0.368124
2.502356,6.605263,0.718791,3.277813,0.245128,0.190992,2.252264,1366.170799,0.494712,0.161196,-0.169708,3.689619,1367.275393,2.350072,-0.066874,0.214804,7.451593,1362.737811,1.927474,-0.174165,0.010966
2.222132,8.908631,1.983047,3.937508,0.394236,0.050148,2.253476,1366.170701,0.369856,-0.081546,0.278076,3.690732,1367.275598,2.059725,0.135955,-0.103490,7.452362,1362.738592,1.805584,0.119561,-0.604065
2.145387,4.813333,0.844833,3.373061,0.006656,-0.120887,2.253539,1366.170625,0.153761,-0.094989,0.124613,3.690393,1367.274536,1.703266,-0.308660,0.112652,7.450524,1362.738328,1.646804,-0.180046,-0.098507
1.895971,7.812919,1.831051,3.939347,0.275982,-0.089309,2.253484,1366.170747,0.339408,0.068654,-0.142305,3.690472,1367.274261,2.257045,-0.210788,-0.091053,7.450838,1362.737793,1.599184,-0.204094,-0.078737
1.433651,6.626506,1.916582,3.949803,0.005807,0.173281,2.252880,1366.170759,1.018073,0.067847,-0.139722,3.689785,1367.274892,1.493647,-0.163572,0.001564,7.450800,1362.737823,1.407573,-0.300263,0.309971
2.996581,8.106000,1.424708,3.949894,0.270241,-0.003517,2.253455,1366.170711,0.783891,-0.106079,0.091558,3.690639,1367.274166,2.227288,0.106066,0.194605,7.451521,1362.736438,1.673953,-0.102714,-0.050151
2.372002,8.830008,1.818397,3.942004,0.315025,-0.106795,2.253376,1366.170740,0.536835,-0.092452,0.206595,3.690356,1367.274057,1.678985,-0.034136,0.184964,7.451381,1362.736523,1.810037,0.083012,-0.164292
2.087072,7.007939,0.974656,3.264132,0.339728,0.070796,2.253315,1366.170960,0.000991,0.383444,0.170578,3.690807,1367.276263,2.387289,0.003128,-0.164241,7.452118,1362.736713,2.097287,-0.164416,-0.283983
2.001562,3.318491,1.421721,3.877720,0.058430,-0.023926,2.253208,1366.170862,0.869588,-0.681460,-0.144078,3.690482,1367.275100,2.413391,-0.146928,0.108695,7.451846,1362.735872,1.325714,-0.122619,0.258169
1.555815,8.502087,1.962549,3.928569,0.164717,-0.049535,2.253451,1366.170533,0.863890,0.047563,0.081212,3.689626,1367.277002,2.224674,0.086677,0.038395,7.451267,1362.737317,1.899701,0.258900,0.024604
1.888174,5.931267,1.395574,3.284064,0.009184,0.134781,2.252613,1366.170879,0.998452,-0.142118,-0.392421,3.690341,1367.275781,2.566999,-0.046200,0.258656,7.452117,1362.737955,1.341133,-0.230167,-0.349647
1.467072,7.897348,1.589768,3.956834,0.000306,0.001797,2.253645,1366.170930,1.001494,-0.038678,-0.115634,3.690387,1367.274727,2.066552,0.089713,-0.054392,7.450750,1362.736893,1.323719,-0.058915,-0.076381
1.454298,6.043466,1.822802,3.608887,0.000113,-0.002412,2.253455,1366.170716,1.023189,0.074345,0.014496,3.690173,1367.275040,1.988281,0.122091,-0.058467,7.451375,1362.736447,1.821359,-0.178986,-0.124191
2.406646,6.115436,1.860052,3.677228,0.153164,0.291865,2.253292,1366.170948,0.011311,0.117827,-0.005037,3.689868,1367.274865,1.768469,-0.054023,-0.027289,7.451584,1362.738121,1.397270,-0.057912,-0.324455
2.467238,3.226109,-1.613636,2.768487,0.000180,-0.175706,2.252982,1366.170897,0.084265,0.507905,-0.513427,3.691066,1367.275386,2.310574,-0.055897,0.482828,7.452547,1362.737120,1.754136,-0.232159,0.543535
1.901368,5.608581,1.063822,3.371253,0.026518,-0.426902,2.252885,1366.170745,0.045005,0.300429,0.051667,3.690584,1367.275294,2.187530,-0.271430,0.076289,7.452254,1362.738539,1.465100,-0.113956,-0.237496
1.877807,6.592308,1.045470,3.276319,0.050973,0.185149,2.253196,1366.170779,0.351202,0.326496,-0.180321,3.690421,1367.275415,2.423366,-0.018421,0.324599,7.452255,1362.738178,1.520462,-0.163687,-0.128469
2.303445,6.152527,1.560117,3.302492,0.851772,-0.087076,2.253083,1366.170921,0.012564,0.739546,-0.215133,3.690058,1367.274513,2.402060,-0.091798,0.373373,7.450887,1362.736981,1.138796,-0.215534,-0.079778
1.308093,6.890031,1.827200,3.963334,0.000810,-0.202016,2.253750,1366.170918,0.647665,0.133395,0.030068,3.689797,1367.276072,2.297315,-0.130917,-0.072039,7.451375,1362.738870,1.874701,-0.044374,0.063266
1.467101,6.278942,1.017069,3.281407,0.019125,0.131728,2.253588,1366.171040,0.002807,0.122724,0.013878,3.690107,1367.276106,2.140234,-0.044173,0.029823,7.452312,1362.737253,1.932634,-0.098879,-0.003836
1.271313,4.198511,1.999985,3.361388,0.114883,0.666591,2.252872,1366.170850,0.262158,-0.155322,0.002215,3.690852,1367.275256,2.360081,-0.271902,0.254539,7.451624,1362.737082,1.340962,-0.405392,0.075404
2.513978,2.365255,-2.668761,2.183810,0.000999,0.156424,2.252939,1366.170772,0.666022,0.066301,0.006063,3.690068,1367.274786,1.872548,0.063110,0.163852,7.452545,1362.738705,0.871741,-0.057366,-0.054935
1.785641,8.111508,1.849430,3.925072,0.241496,0.219897,2.253779,1366.170833,0.207696,0.088589,0.284891,3.690234,1367.275383,1.556069,-0.198679,0.474694,7.451317,1362.738787,1.634767,0.323412,-0.353013
1.745635,3.699458,1.242805,3.690232,0.000468,0.227321,2.253215,1366.170699,0.255337,0.154555,0.280831,3.690237,1367.274483,2.152457,0.107505,0.102342,7.449994,1362.735643,1.576068,-0.232055,0.143711
1.893777,4.667333,1.277934,3.813796,0.030431,-0.006655,2.253394,1366.170909,0.000752,0.223533,0.001776,3.690033,1367.274461,1.716904,0.154533,0.280506,7.452451,1362.738671,1.311161,0.226944,0.104342
1.693422,6.146764,1.202562,3.237791,0.282200,-0.014236,2.253556,1366.170985,0.258942,0.008459,0.433498,3.689899,1367.275536,1.879822,-0.322898,-0.146590,7.450245,1362.738655,1.406974,0.012724,0.204921
1.634249,4.984937,1.492112,3.523214,0.017126,0.065247,2.252928,1366.170795,0.982677,0.021486,0.334733,3.690287,1367.275039,1.800980,-0.046740,0.361620,7.451741,1362.738147,1.681249,0.031414,-0.020768
2.088149,5.428042,0.653808,3.422109,0.000416,0.089339,2.253548,1366.170810,0.513277,0.074672,-0.049571,3.690578,1367.275001,1.940671,-0.089070,-0.024482,7.451554,1362.736576,1.677773,0.014519,0.035482
2.028710,8.582645,1.315618,3.931960,0.257193,0.042694,2.253784,1366.170839,0.267757,-0.020960,0.105604,3.690511,1367.275706,2.221830,0.005314,-0.033880,7.452084,1362.738966,1.847933,0.027692,-0.451193
1.866270,5.951203,1.712412,3.267822,0.541516,0.983845,2.253376,1366.170730,0.566785,-0.135042,-0.037631,3.689947,1367.275759,1.730777,-0.208249,-0.279756,7.451653,1362.737064,1.989177,-0.540627,-0.072513
1.715170,2.379390,1.375909,3.795750,0.002672,0.363137,2.253190,1366.170720,0.014071,0.132047,0.477884,3.690395,1367.273995,2.116541,0.118372,0.051273,7.449940,1362.735243,1.557170,-0.307655,0.174273
1.621426,7.739847,1.991421,3.923147,0.222989,-0.056747,2.252640,1366.170609,0.241014,-0.015407,-0.209014,3.689986,1367.275721,2.161955,-0.019036,-0.067420,7.450974,1362.737342,2.037115,-0.133502,-0.190976
2.969156,6.459919,0.077396,3.287784,0.013653,-0.158259,2.253229,1366.170710,0.875625,0.022015,0.747363,3.690311,1367.274685,2.134571,-0.200767,0.287112,7.452494,1362.737802,1.571495,-0.211723,-0.252199
1.675928,6.555629,0.302046,3.258773,0.167401,-0.144479,2.252909,1366.170873,0.000011,0.140099,-0.166326,3.690373,1367.275515,2.232834,-0.022556,-0.074534,7.452754,1362.737683,1.654122,0.072833,-0.057064
1.984176,6.702686,0.364737,3.288039,0.047373,-0.202425,2.252683,1366.170680,0.385511,-0.046888,0.524960,3.690590,1367.275166,1.742202,-0.074926,0.050412,7.451169,1362.738578,1.269836,0.007124,0.559152
2.896982,8.476617,1.859539,3.949982,0.402947,-0.004871,2.253494,1366.171010,0.818179,-0.003868,-0.170385,3.690619,1367.275383,2.033898,0.007858,-0.331924,7.450600,1362.738400,1.500229,-0.218729,-0.207297
1.645079,7.572470,1.979445,3.976478,0.099845,0.109856,2.252989,1366.170758,0.891910,0.035669,-0.257039,3.689821,1367.275095,1.750415,-0.115530,-0.056973,7.451025,1362.737693,1.523614,-0.165086,0.038480
2.353604,4.281968,-0.276618,3.071636,0.010761,0.006771,2.253384,1366.170913,0.809443,0.285547,0.444905,3.690581,1367.274027,1.948767,0.095101,0.153869,7.450500,1362.737900,1.228141,0.027599,-0.071979
1.906503,8.093125,1.834017,3.939794,0.127252,-0.114377,2.253487,1366.170801,0.539561,-0.119411,-0.429137,3.690983,1367.274953,1.788426,-0.321210,-0.152996,7.451558,1362.736546,1.339921,-0.314822,-0.087215
1.963821,3.509995,1.029715,3.433255,0.000002,0.291328,2.253020,1366.170928,0.756627,0.450957,0.163698,3.690406,1367.274476,2.820252,-0.016430,0.330698,7.452052,1362.737593,1.440129,-0.153825,0.077569
2.215514,6.356220,0.621955,3.346977,0.068150,-0.106037,2.253311,1366.170792,0.599463,0.159417,0.243068,3.690213,1367.275338,2.332468,-0.202264,0.279637,7.449249,1362.737787,1.565315,0.094115,0.273594
2.245660,6.668484,0.925904,3.269377,0.003953,-0.079137,2.252540,1366.170870,0.100524,0.212186,0.212595,3.690278,1367.274300,2.354199,-0.234001,0.129768,7.452627,1362.736294,2.365667,0.057756,-0.067400
2.037821,3.371255,0.814771,3.665905,0.000015,-0.054523,2.252994,1366.170561,0.232098,0.344768,0.107094,3.690311,1367.275403,2.267830,-0.044655,0.491321,7.451421,1362.737335,1.387616,0.079452,0.425383
2.068657,1.822481,-3.151760,2.225610,0.175817,-0.189125,2.253521,1366.170725,0.280836,0.189019,0.264535,3.690463,1367.275052,1.641843,0.110109,0.042109,7.451434,1362.736761,1.081495,0.244820,-0.692200
2.032046,8.996945,1.963185,3.917841,0.275888,-0.428976,2.252839,1366.170695,0.827151,-0.030754,-0.494803,3.690523,1367.275525,2.396164,-0.167017,-0.297127,7.450147,1362.736998,1.796897,-0.084931,-0.143463
